39.723 number of GO processes
16.6302 GO:0007601	 visual perception
-0.579904 GO:1903569	 positive regulation of protein localization to ciliary membrane
-0.579904 GO:1903564	 regulation of protein localization to cilium
-0.579904 GO:1903556	 negative regulation of tumor necrosis factor superfamily cytokine production
-0.579904 GO:1903547	 regulation of growth hormone activity
-0.579904 GO:1903523	 negative regulation of blood circulation
-0.579904 GO:1903496	 response to 11-deoxycorticosterone
-0.579904 GO:1903495	 cellular response to dehydroepiandrosterone
-0.579904 GO:1903494	 response to dehydroepiandrosterone
-0.579904 GO:1903487	 regulation of lactation
-0.579904 GO:1903464	 negative regulation of mitotic cell cycle DNA replication
-0.579904 GO:1903394	 protein localization to kinetochore involved in kinetochore assembly
-0.579904 GO:1903352	 L-ornithine transmembrane transport
-0.579904 GO:1903343	 positive regulation of meiotic DNA double-strand break formation
-0.579904 GO:1903317	 regulation of protein maturation
-0.579904 GO:1903294	 regulation of glutamate secretion, neurotransmission
-0.579904 GO:1903286	 regulation of potassium ion import
-0.579904 GO:1903259	 exon-exon junction complex disassembly
-0.579904 GO:1903249	 negative regulation of citrulline biosynthetic process
-0.579904 GO:1903242	 regulation of cardiac muscle hypertrophy in response to stress
-0.579904 GO:1903205	 regulation of hydrogen peroxide-induced cell death
-0.579904 GO:1903200	 positive regulation of L-dopa decarboxylase activity
-0.579904 GO:1903197	 positive regulation of L-dopa biosynthetic process
-0.579904 GO:1903190	 glyoxal catabolic process
-0.579904 GO:1903189	 glyoxal metabolic process
-0.579904 GO:1903178	 positive regulation of tyrosine 3-monooxygenase activity
-0.579904 GO:1903168	 positive regulation of pyrroline-5-carboxylate reductase activity
-0.579904 GO:1903147	 negative regulation of autophagy of mitochondrion
-0.579904 GO:1903122	 negative regulation of TRAIL-activated apoptotic signaling pathway
-0.579904 GO:1903096	 protein localization to meiotic spindle midzone
-0.579904 GO:1903093	 regulation of protein K48-linked deubiquitination
-0.579904 GO:1903073	 negative regulation of death-inducing signaling complex assembly
-0.579904 GO:1903069	 regulation of ER-associated ubiquitin-dependent protein catabolic process
-0.579904 GO:1903060	 negative regulation of protein lipidation
-0.579904 GO:1903054	 negative regulation of extracellular matrix organization
-0.579904 GO:1903017	 positive regulation of exo-alpha-sialidase activity
-0.579904 GO:1903011	 negative regulation of bone development
-0.579904 GO:1902998	 positive regulation of neurofibrillary tangle assembly
-0.579904 GO:1902997	 negative regulation of neurofibrillary tangle assembly
-0.579904 GO:1902979	 mitotic DNA replication termination
-0.579904 GO:1902977	 mitotic DNA replication preinitiation complex assembly
-0.579904 GO:1902955	 positive regulation of early endosome to recycling endosome transport
-0.579904 GO:1902954	 regulation of early endosome to recycling endosome transport
-0.579904 GO:1902946	 protein localization to early endosome
-0.579904 GO:1902939	 negative regulation of intracellular calcium activated chloride channel activity
-0.579904 GO:1902914	 regulation of protein polyubiquitination
-0.579904 GO:1902913	 positive regulation of neuroepithelial cell differentiation
-0.579904 GO:1902904	 negative regulation of supramolecular fiber organization
-0.579904 GO:1902903	 regulation of supramolecular fiber organization
-0.579904 GO:1902888	 protein localization to astral microtubule
-0.579904 GO:1902883	 negative regulation of response to oxidative stress
-0.579904 GO:1902866	 regulation of retina development in camera-type eye
-0.579904 GO:1902847	 regulation of neuronal signal transduction
-0.579904 GO:1902838	 regulation of nuclear migration along microtubule
-0.579904 GO:1902824	 positive regulation of late endosome to lysosome transport
-0.579904 GO:1902811	 positive regulation of skeletal muscle fiber differentiation
-0.579904 GO:1902809	 regulation of skeletal muscle fiber differentiation
-0.579904 GO:1902771	 positive regulation of choline O-acetyltransferase activity
-0.579904 GO:1902750	 negative regulation of cell cycle G2/M phase transition
-0.579904 GO:1902748	 positive regulation of lens fiber cell differentiation
-0.579904 GO:1902730	 positive regulation of proteoglycan biosynthetic process
-0.579904 GO:1902691	 respiratory basal cell differentiation
-0.579904 GO:1902684	 negative regulation of receptor localization to synapse
-0.579904 GO:1902683	 regulation of receptor localization to synapse
-0.579904 GO:1902630	 regulation of membrane hyperpolarization
-0.579904 GO:1902626	 assembly of large subunit precursor of preribosome
-0.579904 GO:1902613	 negative regulation of anti-Mullerian hormone signaling pathway
-0.579904 GO:1902605	 heterotrimeric G-protein complex assembly
-0.579904 GO:1902569	 negative regulation of activation of Janus kinase activity
-0.579904 GO:1902567	 negative regulation of eosinophil activation
-0.579904 GO:1902553	 positive regulation of catalase activity
-0.579904 GO:1902546	 positive regulation of DNA N-glycosylase activity
-0.579904 GO:1902544	 regulation of DNA N-glycosylase activity
-0.579904 GO:1902525	 regulation of protein monoubiquitination
-0.579904 GO:1902491	 negative regulation of sperm capacitation
-0.579904 GO:1902490	 regulation of sperm capacitation
-0.579904 GO:1902483	 cytotoxic T cell pyroptotic process
-0.579904 GO:1902480	 protein localization to mitotic spindle
-0.579904 GO:1902473	 regulation of protein localization to synapse
-0.579904 GO:1902465	 negative regulation of histone H3-K27 trimethylation
-0.579904 GO:1902443	 negative regulation of ripoptosome assembly involved in necroptotic process
-0.579904 GO:1902440	 protein localization to mitotic spindle pole body
-0.579904 GO:1902437	 positive regulation of male mating behavior
-0.579904 GO:1902415	 regulation of mRNA binding
-0.579904 GO:1902410	 mitotic cytokinetic process
-0.579904 GO:1902380	 positive regulation of endoribonuclease activity
-0.579904 GO:1902378	 VEGF-activated neuropilin signaling pathway involved in axon guidance
-0.579904 GO:1902369	 negative regulation of RNA catabolic process
-0.579904 GO:1902350	 cellular response to chloroquine
-0.579904 GO:1902349	 response to chloroquine
-0.579904 GO:1902311	 regulation of copper ion transmembrane transport
-0.579904 GO:1902310	 positive regulation of peptidyl-serine dephosphorylation
-0.579904 GO:1902307	 positive regulation of sodium ion transmembrane transport
-0.579904 GO:1902239	 negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator
-0.579904 GO:1902233	 negative regulation of positive thymic T cell selection
-0.579904 GO:1902228	 positive regulation of macrophage colony-stimulating factor signaling pathway
-0.579904 GO:1902220	 positive regulation of intrinsic apoptotic signaling pathway in response to osmotic stress
-0.579904 GO:1902217	 erythrocyte apoptotic process
-0.579904 GO:1902215	 negative regulation of interleukin-4-mediated signaling pathway
-0.579904 GO:1902206	 negative regulation of interleukin-2-mediated signaling pathway
-0.579904 GO:1902204	 positive regulation of hepatocyte growth factor receptor signaling pathway
-0.579904 GO:1902203	 negative regulation of hepatocyte growth factor receptor signaling pathway
-0.579904 GO:1902173	 negative regulation of keratinocyte apoptotic process
-0.579904 GO:1902170	 cellular response to reactive nitrogen species
-0.579904 GO:1902162	 regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
-0.579904 GO:1902117	 positive regulation of organelle assembly
-0.579904 GO:1902073	 positive regulation of hypoxia-inducible factor-1alpha signaling pathway
-0.579904 GO:1902068	 regulation of sphingolipid mediated signaling pathway
-0.579904 GO:1902010	 negative regulation of translation in response to endoplasmic reticulum stress
-0.579904 GO:1901994	 negative regulation of meiotic cell cycle phase transition
-0.579904 GO:1901989	 positive regulation of cell cycle phase transition
-0.579904 GO:1901988	 negative regulation of cell cycle phase transition
-0.579904 GO:1901978	 positive regulation of cell cycle checkpoint
-0.579904 GO:1901881	 positive regulation of protein depolymerization
-0.579904 GO:1901875	 positive regulation of post-translational protein modification
-0.579904 GO:1901863	 positive regulation of muscle tissue development
-0.579904 GO:1901860	 positive regulation of mitochondrial DNA metabolic process
-0.579904 GO:1901845	 negative regulation of cell communication by electrical coupling involved in cardiac conduction
-0.579904 GO:1901836	 regulation of transcription of nucleolar large rRNA by RNA polymerase I
-0.579904 GO:1901835	 positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA
-0.579904 GO:1901805	 beta-glucoside catabolic process
-0.579904 GO:1901787	 benzoyl-CoA metabolic process
-0.579904 GO:1901751	 leukotriene A4 metabolic process
-0.579904 GO:1901725	 regulation of histone deacetylase activity
-0.579904 GO:1901724	 positive regulation of cell proliferation involved in kidney development
-0.579904 GO:1901696	 cannabinoid biosynthetic process
-0.579904 GO:1901676	 positive regulation of histone H3-K27 acetylation
-0.579904 GO:1901655	 cellular response to ketone
-0.579904 GO:1901624	 negative regulation of lymphocyte chemotaxis
-0.579904 GO:1901605	 alpha-amino acid metabolic process
-0.579904 GO:1901594	 response to capsazepine
-0.579904 GO:1901585	 regulation of acid-sensing ion channel activity
-0.579904 GO:1901565	 organonitrogen compound catabolic process
-0.579904 GO:1901563	 response to camptothecin
-0.579904 GO:1901494	 regulation of cysteine metabolic process
-0.579904 GO:1901423	 response to benzene
-0.579904 GO:1901407	 regulation of phosphorylation of RNA polymerase II C-terminal domain
-0.579904 GO:1901394	 positive regulation of transforming growth factor beta1 activation
-0.579904 GO:1901389	 negative regulation of transforming growth factor beta activation
-0.579904 GO:1901374	 acetate ester transport
-0.579904 GO:1901346	 negative regulation of vasculature development involved in avascular cornea development in camera-type eye
-0.579904 GO:1901340	 negative regulation of store-operated calcium channel activity
-0.579904 GO:1901331	 positive regulation of odontoblast differentiation
-0.579904 GO:1901329	 regulation of odontoblast differentiation
-0.579904 GO:1901310	 positive regulation of sterol regulatory element binding protein cleavage
-0.579904 GO:1901307	 positive regulation of spermidine biosynthetic process
-0.579904 GO:1901303	 negative regulation of cargo loading into COPII-coated vesicle
-0.579904 GO:1901301	 regulation of cargo loading into COPII-coated vesicle
-0.579904 GO:1901296	 negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
-0.579904 GO:1901293	 nucleoside phosphate biosynthetic process
-0.579904 GO:1901264	 carbohydrate derivative transport
-0.579904 GO:1901258	 positive regulation of macrophage colony-stimulating factor production
-0.579904 GO:1901233	 negative regulation of convergent extension involved in axis elongation
-0.579904 GO:1901231	 positive regulation of non-canonical Wnt signaling pathway via JNK cascade
-0.579904 GO:1901194	 negative regulation of formation of translation preinitiation complex
-0.579904 GO:1901170	 naphthalene catabolic process
-0.579904 GO:1901148	 gene expression involved in extracellular matrix organization
-0.579904 GO:1901145	 mesenchymal cell apoptotic process involved in nephron morphogenesis
-0.579904 GO:1901074	 regulation of engulfment of apoptotic cell
-0.579904 GO:1901036	 positive regulation of L-glutamine import across plasma membrane
-0.579904 GO:1901027	 dextrin catabolic process
-0.579904 GO:1901003	 negative regulation of fermentation
-0.579904 GO:1900753	 doxorubicin transport
-0.579904 GO:1900737	 negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway
-0.579904 GO:1900535	 palmitic acid biosynthetic process
-0.579904 GO:1900477	 negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter
-0.579904 GO:1900450	 negative regulation of glutamate receptor signaling pathway
-0.579904 GO:1900370	 positive regulation of post-transcriptional gene silencing by RNA
-0.579904 GO:1900280	 negative regulation of CD4-positive, alpha-beta T cell costimulation
-0.579904 GO:1900276	 regulation of proteinase activated receptor activity
-0.579904 GO:1900155	 negative regulation of bone trabecula formation
-0.579904 GO:1900143	 positive regulation of oligodendrocyte apoptotic process
-0.579904 GO:1900142	 negative regulation of oligodendrocyte apoptotic process
-0.579904 GO:1900139	 negative regulation of arachidonic acid secretion
-0.579904 GO:1900134	 negative regulation of renin secretion into blood stream
-0.579904 GO:1900111	 positive regulation of histone H3-K9 dimethylation
-0.579904 GO:1900102	 negative regulation of endoplasmic reticulum unfolded protein response
-0.579904 GO:1900082	 negative regulation of arginine catabolic process
-0.579904 GO:1900054	 positive regulation of retinoic acid biosynthetic process
